GPK,ATC,MainGroup,SubGroup,Generic,Product,Label,Shape,Routes,Concentration,Unit,Multiple,MultipeUnit,Indications,HasSolution,InStock
63746,D07XA01,DERMATOLOGISCHE CORTICOSTEROIDEN,CORTICOSTEROIDEN MET OVERIGE MIDDELEN,hydrocortison+miconazol,DAKTACORT ZALF HYDROFOOB 15G,HYDROCORT/MICONAZOL ZALF,zalf,cutaan,10,mg/gr,1,keer,Huidinfecties door dermatofyten of candida-soorten, ,x
83909,S01CA03,MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK,ANTI-INFLAMMATOIRE MIDDELEN MET ANTIMICROBIELE MIDDELEN,hydrocortison+oxytetracycline+polymyxine,TERRA CORTRIL + POLYMYCINE B OOGZALF 3.5G,HYDROC/OXYTETRA/POLYM OOGZA,oogzalf,oog,10,mg/gr,1,keer,"Ooginfectie, breed spectrum", ,x
83925,S02CA03,MIDDELEN VOOR OORHEELKUNDIG GEBRUIK,CORTICOSTEROIDEN MET ANTIMICROBIELE MIDDELEN,hydrocortison+oxytetracycline+polymyxine,TERRA CORTRIL + POLYMYCINE B OORDRUPPELS 5ML,HYDROC/OXYTETRA/POLYM OORDR,oordruppels,oor,15,mg/ml,1,dr,Otitis externa||Loopoor bij otitis media in aanwezigheid van perforatie of buisje (zie waarschuwing) ||Postoperatief||Loopoor bij Otitis Media in aanwezigheid van perforatie of buisje, ,x
83917,S02CA03,MIDDELEN VOOR OORHEELKUNDIG GEBRUIK,CORTICOSTEROIDEN MET ANTIMICROBIELE MIDDELEN,hydrocortison+oxytetracycline+polymyxine,TERRA CORTRIL + POLYMYCINE B OORZALF 3.5G,HYDROC/OXYTETRA/POLYM OORZA,oorzalf,oor,10,mg/gr,1,keer,Otitis externa||Loopoor bij otitis media in aanwezigheid van perforatie of buisje (zie waarschuwing) ||Postoperatief||Loopoor bij Otitis Media in aanwezigheid van perforatie of buisje, ,x
101370,D07XA01,DERMATOLOGISCHE CORTICOSTEROIDEN,CORTICOSTEROIDEN MET OVERIGE MIDDELEN,hydrocortison+ureum,HYDROCORTISON 1% UREUM 10% CREME TUBE 30 GRAM,HYDROCORTISON/UREUM CREME,creme,cutaan,10,mg/gr,1,keer,Huidinfecties door dermatofyten of candida-soorten, ,x
49441,B03BA03,MIDDELEN BIJ ANEMIE,VITAMINE B12 EN FOLIUMZUUR,hydroxocobalamine,HYDROCOBAMINE 500 MICROG/ML AMPUL 2ML,HYDROXOCOBALAMINE 500UG/ML,injectievloeistof,im||sc,500,mcg/ml,500,mcg,Megaloblastaire anemie||Cystathione beta synthese deficientie||Functionele defecten van methionine synthase en functionele defecten van methylmalonyl mutase plus methionine sytnhase, ,x
112615,P01BA02,ANTIPROTOZOICA,MALARIAMIDDELEN,hydroxychloroquine,PLAQUENIL 200 MG TABLET OMHULD,HYDROXYCHLOROQUIN 200MG TAB,omhulde tablet,or,200,mg/stuk,200,mg,Juveniele Idiopathische Arthritis (JIA) en Systemische Lupus Erythematodes (SLE)||Profylaxe malaria||Behandeling malaria tropica, ,x
103640,N05BB01,PSYCHOLEPTICA,ANXIOLYTICA,hydrOXYzine,HYDROXYZINI HCL 10 MG TABLET OMHULD,HYDROXYZINE 10MG TAB OMHULD,omhulde tablet,or,10,mg/stuk,10,mg,Ernstige jeuk, ,x
103659,N05BB01,PSYCHOLEPTICA,ANXIOLYTICA,hydrOXYzine,HYDROXYZINI HCL 25 MG TABLET OMHULD,HYDROXYZINE 25MG TAB OMHULD,omhulde tablet,or,25,mg/stuk,25,mg,Ernstige jeuk, ,x
41009,S01XA20,MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK,OVERIGE MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK,hypromellose,"HYPROMELLOSE 0,3% OOGDRUPPELS 10 ML",HYPROMELLOSE 3MG/ML OOGDR,oogdruppels,oog,3,mg/ml,1,dr,Verminderde traansecretie/uitdroging, ,x
135593,S01XA20,MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK,OVERIGE MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK,hypromellose,"ARTELAC 0,32 % OOGDRUPPELS 10ML","HYPROMELLOSE 3,2MG/ML OOGDR",oogdruppels,oog,3.2,mg/ml,1,dr,Verminderde traansecretie/uitdroging, ,x
81159,M01AE01,ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDDELEN,NIET-STEROIDE ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDD.,ibuprofen,IBUPROFEN 600 MG BRUISGRANULAAT,IBUPROFEN 600MG BRUISGRANUL,bruisgranulaat,or,600,mg/stuk,600,mg,"Koorts en pijn||Preventie en behandeling acute pijn/post-operatieve pijn||Pijn, ontstekingsactiviteit en koorts bij Juveniele Idiopatische Arthritis (JIA)||Migraine aanval||Sluiten ductus arteriosus", ,x
13218,M01AE01,ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDDELEN,NIET-STEROIDE ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDD.,ibuprofen,IBUPROFEN 400 MG DRAGEE,IBUPROFEN 400MG DRAGEE,dragee,or,400,mg/stuk,400,mg,"Koorts en pijn||Preventie en behandeling acute pijn/post-operatieve pijn||Pijn, ontstekingsactiviteit en koorts bij Juveniele Idiopatische Arthritis (JIA)||Migraine aanval||Sluiten ductus arteriosus", ,x
125679,C01EB16,ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDDELEN,NIET-STEROIDE ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDD.,ibuprofen,PEDEA 5 MG/ML INJVLST AMP 2ML,IBUPROFEN 5MG/ML INJVLST,injectievloeistof,iv,5,mg/ml,0.5,mg,"Koorts en pijn||Preventie en behandeling acute pijn/post-operatieve pijn||Pijn, ontstekingsactiviteit en koorts bij Juveniele Idiopatische Arthritis (JIA)||Migraine aanval||Sluiten ductus arteriosus", ,x
50423,M01AE01,ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDDELEN,NIET-STEROIDE ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDD.,ibuprofen,NUROFEN 20 MG/ML SUSPENSIE 100ML,IBUPROFEN 20MG/ML SUSPENSIE,suspensie voor oraal gebruik,or,20,mg/ml,20,mg,"Koorts en pijn||Preventie en behandeling acute pijn/post-operatieve pijn||Pijn, ontstekingsactiviteit en koorts bij Juveniele Idiopatische Arthritis (JIA)||Migraine aanval||Sluiten ductus arteriosus", ,x
50997,M01AE01,ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDDELEN,NIET-STEROIDE ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDD.,ibuprofen,IBUPROFEN 200 MG TABLET,IBUPROFEN 200MG TABLET,tablet,or,200,mg/stuk,200,mg,"Koorts en pijn||Preventie en behandeling acute pijn/post-operatieve pijn||Pijn, ontstekingsactiviteit en koorts bij Juveniele Idiopatische Arthritis (JIA)||Migraine aanval||Sluiten ductus arteriosus", ,x
42080,M01AE01,ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDDELEN,NIET-STEROIDE ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDD.,ibuprofen,IBUPROFEN 600 MG TABLET OMHULD,IBUPROFEN 600MG TABLET,tablet,or,600,mg/stuk,600,mg,"Koorts en pijn||Preventie en behandeling acute pijn/post-operatieve pijn||Pijn, ontstekingsactiviteit en koorts bij Juveniele Idiopatische Arthritis (JIA)||Migraine aanval||Sluiten ductus arteriosus", ,x
85200,M01AE01,ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDDELEN,NIET-STEROIDE ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDD.,ibuprofen,BRUFEN 800 MG TABLET MGA (RETARD),IBUPROFEN 800MG TABLET MGA,tablet met gereguleerde afgifte,or,800,mg/stuk,800,mg,"Koorts en pijn||Preventie en behandeling acute pijn/post-operatieve pijn||Pijn, ontstekingsactiviteit en koorts bij Juveniele Idiopatische Arthritis (JIA)||Migraine aanval||Sluiten ductus arteriosus", ,x
83305,L01DB06,ONCOLYTICA,CYTOTOXISCHE ANTIBIOTICA  EN VERWANTE VERBINDINGEN,IDArubicine,ZAVEDOS 5MG INJPDR,IDARUBICINE 5MG INJPDR,poeder voor injectievloeistof,iv,5,mg/stuk,5,mg,Oncologische aandoeningen, ,x
88838,L01DB06,ONCOLYTICA,CYTOTOXISCHE ANTIBIOTICA  EN VERWANTE VERBINDINGEN,IDArubicine,ZAVEDOS 10MG INJPDR,IDARUBICINE 10MG INJPDR,poeder voor injectievloeistof,iv,10,mg/stuk,10,mg,Oncologische aandoeningen, ,x
36455,L01AA06,ONCOLYTICA,ALKYLERENDE MIDDELEN,ifosfamide,HOLOXAN 1000MG INJPOEDER,IFOSFAMIDE 1G INJECTIEPDR,poeder voor injectievloeistof,iv,1,gr/stuk,1,gr,Oncologische aandoeningen, ,x
36463,L01AA06,ONCOLYTICA,ALKYLERENDE MIDDELEN,ifosfamide,HOLOXAN 2000MG INJPOEDER,IFOSFAMIDE 2G INJECTIEPDR,poeder voor injectievloeistof,iv,2,gr/stuk,2,gr,Oncologische aandoeningen, ,x
36447,L01AA06,ONCOLYTICA,ALKYLERENDE MIDDELEN,ifosfamide,HOLOXAN 500MG INJPOEDER,IFOSFAMIDE 500MG INJECTIEPD,poeder voor injectievloeistof,iv,500,mg/stuk,500,mg,Oncologische aandoeningen, ,x
134813,B03AC,BLOEDVERVANGINGSMIDDELEN EN PERFUSIEVLOEISTOFFEN,MIDDELEN BIJ ANEMIE,ijzer(iii)isomaltoside-1000,MONOFER 100 MG/ML INF/INJVLST FLACON 1 ML,IJZE(III)ISOMA-1000 100MG/M,injectie/infusieoplossing,iv,100,mg/ml,10,mg,IJzergebreksanemie||IJzergebreksanemie bij chronische nierinsufficientie||Onderhoud ijzertherapie bij chronische nierinsufficientie||IJzergebreksanemie bij hemodialyse||Onderhoud ijzertherapie bij hemodialyse, ,x
116866,B03AC,BLOEDVERVANGINGSMIDDELEN EN PERFUSIEVLOEISTOFFEN,MIDDELEN BIJ ANEMIE,ijzerdextrancomplex,COSMOFER 50MG/ML AMPUL 2ML,IJZERDEXTRANCOMPLEX 50MG/ML,injectievloeistof,im||iv,50,mg/ml,5,mg,IJzergebreksanemie||IJzergebreksanemie bij chronische nierinsufficientie||Onderhoud ijzertherapie bij chronische nierinsufficientie||IJzergebreksanemie bij hemodialyse||Onderhoud ijzertherapie bij hemodialyse, ,x
118931,L01XE01,ONCOLYTICA,OVERIGE ONCOLYTICA,imatinib,GLIVEC 100MG TABLET FILMOMHULD,IMATINIB 100MG TABLET,tablet,or,100,mg/stuk,100,mg,Oncologische aandoeningen, ,x
118958,L01XE01,ONCOLYTICA,OVERIGE ONCOLYTICA,imatinib,GLIVEC 400MG TABLET FILMOMHULD,IMATINIB 400MG TABLET,tablet,or,400,mg/stuk,400,mg,Oncologische aandoeningen, ,x
55115,J01DH51,ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,OVERIGE BETALACTAM-ANTIBIOTICA,imipenem+cilastatine,IMIPENEM 500 MG (+CILASTATINE 500MG)INF,IMIPENEM/CILAST 500/500 INF,poeder voor oplossing voor infusie,iv,500,mg/stuk,500,mg,Infecties||Infecties bij Cystic Fibrosis, ,x
21296,N06AA02,PSYCHOANALEPTICA,ANTIDEPRESSIVA,imipramine,IMIPRAMINE HCL 10 MG OMHULDE TABLET,IMIPRAMINE 10MG DRAGEE,dragee,or,10,mg/stuk,10,mg,Enuresis nocturna||Minstens één angststoornis plus depressie plus schoolweigeren in combinatie met cognitieve gedragstherapie, ,x
21318,N06AA02,PSYCHOANALEPTICA,ANTIDEPRESSIVA,imipramine,IMIPRAMINE HCL 25 MG DRAGEE,IMIPRAMINE 25MG DRAGEE,dragee,or,25,mg/stuk,25,mg,Enuresis nocturna||Minstens één angststoornis plus depressie plus schoolweigeren in combinatie met cognitieve gedragstherapie, ,x
102024,J06BA02,SERA EN IMMUNOGLOBULINEN,IMMUNOGLOBULINEN,immunoglobuline-normaal,FLEBOGAMMA DIF 50MG/ML FLACON INFUSIEVLOEISTOF 100 ML,IMMUNOGLOB NORMAAL 50MG/ML,infusievloeistof,iv,50,mg/ml,50,mg,"Primaire immuundeficientie||Secundaire immuundeficiëntie, hypogammaglobulinemie na allogene beenmergtransplantatie||Syndroom van Guillain-Barré, agamma-, hypogammaglobulinemie en overige dysimmunoglobulinemieen||Idiopathische trombocytopenische purpura||Ziekte van Kawasaki||Ziekte van Kawasaki met decompensatio cordis||Hyperbilirubinemie veroorzaakt door bloedgroepantagonisme||Multifocale Motorische Neuropathie (MMN), Chronische inflammatoire demyeliniserende polyneuropathie (CIDP)||Juveniele dermatomyositis (JDM)||Congenitale aids||Vasculitis||Rejectie na niertransplantatie||AB0 incompatibele niertransplantatie", ,x
125008,J06BA02,SERA EN IMMUNOGLOBULINEN,IMMUNOGLOBULINEN,immunoglobuline-normaal,INTRATECT 100 MG/ML  INFUSIEVLOEISTOF FLACON 100 ML,IMMUNOGLOB 100MG/ML INFVLST,infusievloeistof,iv||sc,100,mg/ml,100,mg,"Primaire immuundeficientie||Secundaire immuundeficiëntie, hypogammaglobulinemie na allogene beenmergtransplantatie||Syndroom van Guillain-Barré, agamma-, hypogammaglobulinemie en overige dysimmunoglobulinemieen||Idiopathische trombocytopenische purpura||Ziekte van Kawasaki||Ziekte van Kawasaki met decompensatio cordis||Hyperbilirubinemie veroorzaakt door bloedgroepantagonisme||Multifocale Motorische Neuropathie (MMN), Chronische inflammatoire demyeliniserende polyneuropathie (CIDP)||Juveniele dermatomyositis (JDM)||Congenitale aids||Vasculitis||Rejectie na niertransplantatie||AB0 incompatibele niertransplantatie", ,x
40894,J06BA01,SERA EN IMMUNOGLOBULINEN,IMMUNOGLOBULINEN,immunoglobuline-normaal,GAMMAQUIN 160 MG/ML INJVLST 15 ML,IMMUNOGLOBULINE 160MG/ML IN,injectievloeistof,im||sc,160,mg/ml,160,mg,Primaire immuundeficientie, ,x
124672,J06BA01,SERA EN IMMUNOGLOBULINEN,IMMUNOGLOBULINEN,immunoglobuline-normaal,GAMMANORM 165 MG/ML AMPUL 10ML,IMMUNOGLOB NORM 165MG/ML IN,injectievloeistof,im||sc,165,mg/ml,165,mg,Primaire immuundeficientie, ,x
136255,J06BA01,SERA EN IMMUNOGLOBULINEN,IMMUNOGLOBULINEN,immunoglobuline-normaal,CUVITRU 200 MG/ML FLACON  5ML,IMMUNOGLOBULINE 200MG/ML IN,injectievloeistof,sc,200,mg/ml,200,mg,Primaire immuundeficientie, ,x
79251,J06BA02,SERA EN IMMUNOGLOBULINEN,IMMUNOGLOBULINEN,immunoglobuline-normaal,GAMMAGARD S/D 5 GRAM,IMMUNOGLOBULINE 5G INFPDR,poeder voor oplossing voor infusie,iv,5,gr/stuk,5,gr,"Primaire immuundeficientie||Secundaire immuundeficiëntie, hypogammaglobulinemie na allogene beenmergtransplantatie||Syndroom van Guillain-Barré, agamma-, hypogammaglobulinemie en overige dysimmunoglobulinemieen||Idiopathische trombocytopenische purpura||Ziekte van Kawasaki||Ziekte van Kawasaki met decompensatio cordis||Hyperbilirubinemie veroorzaakt door bloedgroepantagonisme||Multifocale Motorische Neuropathie (MMN), Chronische inflammatoire demyeliniserende polyneuropathie (CIDP)||Juveniele dermatomyositis (JDM)||Congenitale aids||Vasculitis||Rejectie na niertransplantatie||AB0 incompatibele niertransplantatie", ,x
79278,J06BA02,SERA EN IMMUNOGLOBULINEN,IMMUNOGLOBULINEN,immunoglobuline-normaal,GAMMAGARD S/D 10 GRAM,IMMUNOGLOBULINE 10G INFPDR,poeder voor oplossing voor infusie,iv,10,gr/stuk,10,gr,"Primaire immuundeficientie||Secundaire immuundeficiëntie, hypogammaglobulinemie na allogene beenmergtransplantatie||Syndroom van Guillain-Barré, agamma-, hypogammaglobulinemie en overige dysimmunoglobulinemieen||Idiopathische trombocytopenische purpura||Ziekte van Kawasaki||Ziekte van Kawasaki met decompensatio cordis||Hyperbilirubinemie veroorzaakt door bloedgroepantagonisme||Multifocale Motorische Neuropathie (MMN), Chronische inflammatoire demyeliniserende polyneuropathie (CIDP)||Juveniele dermatomyositis (JDM)||Congenitale aids||Vasculitis||Rejectie na niertransplantatie||AB0 incompatibele niertransplantatie", ,x
97987603,M01AB01,ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDDELEN,NIET-STEROIDE ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDD.,indometacine,INDOMETACINE 25MG/ML AMPUL 2ML,INDOMETACINE 25MG/ML AMPUL 2ML,ampul,iv,25,mg/ml,2.5,mg,sluiten ductus arteriosus, ,x
175,M01AB01,ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDDELEN,NIET-STEROIDE ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDD.,indometacine,INDOMETACINE CF CAPSULE 25MG,INDOMETACINE 25MG CAPSULE,capsule,or,25,mg/stuk,25,mg,"Pijnbestrijding||Pijn, ontstekingsactiviteit en koorts bij Juveniele Idiopatische Arthritis (JIA)||Sluiten ductus arteriosus", ,x
16349,M01AB01,ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDDELEN,NIET-STEROIDE ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDD.,indometacine,INDOMETACINE 50 MG CAPSULE,INDOMETACINE 50MG CAPSULE,capsule,or,50,mg/stuk,50,mg,"Pijnbestrijding||Pijn, ontstekingsactiviteit en koorts bij Juveniele Idiopatische Arthritis (JIA)||Sluiten ductus arteriosus", ,x
16365,M01AB01,ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDDELEN,NIET-STEROIDE ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDD.,indometacine,INDOMETACINE 50 MG ZETPIL,INDOMETACINE 50MG ZETPIL,zetpil,rect,50,mg/stuk,25,mg,"Pijnbestrijding||Pijn, ontstekingsactiviteit en koorts bij Juveniele Idiopatische Arthritis (JIA)||Sluiten ductus arteriosus", ,x
16373,M01AB01,ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDDELEN,NIET-STEROIDE ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDD.,indometacine,INDOMETACINE 100 MG ZETPIL,INDOMETACINE 100MG ZETPIL,zetpil,rect,100,mg/stuk,100,mg,"Pijnbestrijding||Pijn, ontstekingsactiviteit en koorts bij Juveniele Idiopatische Arthritis (JIA)||Sluiten ductus arteriosus", ,x
98084925,J07CA06,VACCINS,BACTERIELE VACCINS MET VIRALE VACCINS,infanrix-ipv,INFANRIX-IPV SUSPENSIE VOOR INJECTIE,DKTP-HIB VACCIN (INFANRIX),suspensie voor injectie,im,60,IE/ml,0.5,ml,"Vaccinatie Difterie, Kinkhoest, Tetanus, Poliomyelitis en infecties veroorzaakt door Haemophilus influenzae type B. (DKTP-HiB)", ,x
171832,J07BB02,VACCINS,VIRALE VACCINS,influenzavaccin,"INFLUVAC 2017/2018 WWSP INJSUSP 0,5ML",INFLUENZAVAC 2017/2018 SUBU,suspensie voor injectie,im||sc,30,mcg/ml,0.5,ml,Jaarlijkse influenza vaccinatie||Profylaxe van influenza (in een officieel verklaarde pandemische situatie), ,x
108251,A10AB05,DIABETESMIDDELEN,INSULINES EN ANALOGEN,insuline-aspart,INS NOVORAPID 100 IE/ML FLACON 10 ML,INSULINE ASPART 100E/ML INJ,injectievloeistof,iv||sc,100,E/ml,100,E,"Acute diabetische keto-acidose||Diabetes Mellitus, insuline afhankelijk", ,x
149403,A10AE06,DIABETESMIDDELEN,INSULINES EN ANALOGEN,insuline-degludec,TRESIBA 100 E/ML PENFIL3 ML,INSULI DEGLUDEC 100E/ML INJ,injectievloeistof,sc,100,E/ml,100,E,"Diabetes Mellitus, insuline afhankelijk", ,x
149411,A10AE06,DIABETESMIDDELEN,INSULINES EN ANALOGEN,insuline-degludec,TRESIBA 200 E/ML WWSP FLEXTOUCH3 ML,INSULI DEGLUDEC 200E/ML INJ,injectievloeistof,sc,200,E/ml,200,E,"Diabetes Mellitus, insuline afhankelijk", ,x
121819,A10AE05,DIABETESMIDDELEN,INSULINES EN ANALOGEN,insuline-detemir,LEVEMIR WEGWERPPEN 3ML,INSULINE DETEMI 100E/ML INJ,injectievloeistof,sc,100,E/ml,100,E,"Diabetes Mellitus, insuline afhankelijk", ,x
74136,A10AB01,DIABETESMIDDELEN,INSULINES EN ANALOGEN,insuline-gewoon,INSUMAN INFUSAT PENFILL 3.15 ML,INSULINE GEW 100IE/ML INFVL,infusievloeistof,sc,100,IE/ml,100,IE,"Diabetes Mellitus, insuline afhankelijk||Acute diabetische keto-acidose", ,x
67075,A10AB01,DIABETESMIDDELEN,INSULINES EN ANALOGEN,insuline-gewoon,INS HUMULINE REGULAR PENFILL 3ML,INSULINE GEW 100IE/ML INJVL,injectievloeistof,iv||sc||im,100,IE/ml,10,IE,"Diabetes Mellitus, insuline afhankelijk||Acute diabetische keto-acidose", ,x
115754,A10AD01,DIABETESMIDDELEN,INSULINES EN ANALOGEN,insuline-gewoon+isofaan,INSUMAN COMB 25 SOLOSTAR 100IE/ML PEN 3 ML,INSULINE GEW+ISO 25/75IE/ML,suspensie voor injectie,sc,25,IE/ml,25,IE,"Diabetes Mellitus, insuline afhankelijk", ,x
111368,A10AD01,DIABETESMIDDELEN,INSULINES EN ANALOGEN,insuline-gewoon+isofaan,INS HUMULINE 30/70 PENFILL 300IE,INSULINE GEW+ISO 30/70IE/ML,suspensie voor injectie,sc,30,IE/ml,30,IE,"Diabetes Mellitus, insuline afhankelijk", ,x
128651,A10AE04,DIABETESMIDDELEN,INSULINES EN ANALOGEN,insuline-glargine,INS LANTUS PENFILL 3ML,INSULINE GLARGINE 100E/ML I,injectievloeistof,sc,100,E/ml,100,E,"Diabetes Mellitus, insuline afhankelijk", ,x
157597,A10AE04,DIABETESMIDDELEN,INSULINES EN ANALOGEN,insuline-glargine,"TOUJEO SOLOSTAR 300E/ML INJ PEN 1,5ML",INSULINE GLARGINE 300E/ML I,injectievloeistof,sc,300,E/ml,300,E,"Diabetes Mellitus, insuline afhankelijk", ,x
123625,A10AB06,DIABETESMIDDELEN,INSULINES EN ANALOGEN,insuline-glulisine,APIDRA 100E/ML INJVLST PATROON 3ML,INSULINE GLULISINE 100E/ML,injectievloeistof,sc,100,E/ml,100,E,"Diabetes Mellitus, insuline afhankelijk", ,x
111325,A10AC01,DIABETESMIDDELEN,INSULINES EN ANALOGEN,insuline-isofaan,INS HUMULINE NPH PENFILL 3ML,INSULINE ISOFAAN 100IE/ML,suspensie voor injectie,sc||im,100,IE/ml,100,IE,"Diabetes Mellitus, insuline afhankelijk", ,x
115738,A10AB04,DIABETESMIDDELEN,INSULINES EN ANALOGEN,insuline-lispro,HUMALOG 100E/ML INJVLST FLACON 10 ML,INSULINE LISPRO 100E/ML INJ,injectievloeistof,im||iv||sc,100,E/ml,100,E,"Diabetes Mellitus, insuline afhankelijk", ,x
92126,R03BB01,MIDDELEN BIJ ASTMA/COPD,OVERIGE MIDDELEN BIJ ASTMA/COPD VOOR INHALATIE,ipratropium,ATROVENT 20 MICROG/DOSIS AEROSOL 200 DS,IPRATROPIUM 20UG/DO AEROSOL,aerosol,inh,20,mcg/dose,20,mcg,Bronchusverwijding (kortwerkend)||Acute astma aanval, ,x
92118,R03BB01,MIDDELEN BIJ ASTMA/COPD,OVERIGE MIDDELEN BIJ ASTMA/COPD VOOR INHALATIE,ipratropium,IPRATROPIUM 40 MICROG CYCLOCAPSULE INHALATIEPOEDER,IPRATROPIUM 40UG INHALCAPS,inhalatiepoeder,inh,40,mcg/stuk,40,mcg,Bronchusverwijding (kortwerkend)||Acute astma aanval, ,x
92088,R03BB01,MIDDELEN BIJ ASTMA/COPD,OVERIGE MIDDELEN BIJ ASTMA/COPD VOOR INHALATIE,ipratropium,ATROVENT 0.250 MG/2ML UNIT DOSE 2ML,IPRATROPIUM 125UG/ML VERNEV,vernevelvloeistof,inh,125,mcg/ml,125,mcg,Bronchusverwijding (kortwerkend)||Acute astma aanval, ,x
92096,R03BB01,MIDDELEN BIJ ASTMA/COPD,OVERIGE MIDDELEN BIJ ASTMA/COPD VOOR INHALATIE,ipratropium,ATROVENT 0.500 MG/2ML UNIT DOSE 2ML,IPRATROPIUM 250UG/ML VERNEV,vernevelvloeistof,inh,250,mcg/ml,250,mcg,Bronchusverwijding (kortwerkend)||Acute astma aanval, ,x
105120,L01XX19,ONCOLYTICA,OVERIGE ONCOLYTICA,irinotecan,IRINOTECAN HCL 100 MG = 5 ML INFVLST,IRINOTECAN 20MG/ML INF CONC,concentraat voor oplossing voor infusie,iv,20,mg/ml,20,mg,"Recidiverende of refractaire solide tumoren, waaronder neuroblastoom, hepatoblastoom, Ewing sarcoom, rhabdomyosarcoom en Wilms tumor", ,x
164275,J02AC05,ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK,,isavuconazol,CRESEMBA 100MG CAPSULE,ISAVUCONAZOL CAPSULE 100MG,capsule,or,100,mg/stuk,100,mg,invasieve aspergillose, ,x
164283,J02AC05,ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK,,isavuconazol,CRESEMBA  200MG INFUSIEPOEDER,ISAVUCONAZOL INFUSIEPOEDER 200MG,infusiepoeder,iv,200,mg/stuk,20,mg,invasieve aspergillose, ,x
72796,N01AB06,ANAESTHETICA,ALGEMENE ANAESTHETICA,isofluraan,ISOFLURAAN FLACON 100 ML,ISOFLURAAN INHALATIEGAS,inhalatiegas,inh,0,/ml,,0,Inhalatie anaesthesie, ,x
121606,J04AC01,ANTIMYCOBACTERIELE MIDDELEN,TUBERCULOSEMIDDELEN,isoniazide,ISONIAZIDE 200 MG = 2 ML FNA AMPUL,ISONIAZIDE 100MG/ML INJVLST,injectievloeistof,im||iv,100,mg/ml,10,mg,"Tuberculose, (verdenking) Tuberculeuze meningitis / miliaire TBC / gewricht- of bot TBC", ,x
23329,J04AC01,ANTIMYCOBACTERIELE MIDDELEN,TUBERCULOSEMIDDELEN,isoniazide,ISONIAZIDE 200 MG TABLET,ISONIAZIDE 200 MG TABLET,tablet,or,200,mg/stuk,200,mg,"Tuberculose, (verdenking) Tuberculeuze meningitis / miliaire TBC / gewricht- of bot TBC", ,x
82724,J02AC02,ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK,ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK,itraconazol,ITRACONAZOL 100 MG CAPSULE,ITRACONAZOL 100MG CAPSULE,capsule,or,100,mg/stuk,85,mg,"Orale en/of oesofageale candidose, profylaxe van systemische schimmelinfecties, dermatomycosen, onychomycosen, tinea capitis en systemische aspergillose", ,x
108960,J02AC02,ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK,ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK,itraconazol,TRISPORAL 10 MG/ML AMPUL 25ML,ITRACONAZOL 10MG/ML INFCONC,concentraat voor oplossing voor infusie,iv,10,mg/ml,10,mg,"Orale en/of oesofageale candidose, profylaxe van systemische schimmelinfecties, dermatomycosen, onychomycosen, tinea capitis en systemische aspergillose",x,x
102652,J02AC02,ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK,ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK,itraconazol,TRISPORAL OS 10MG/ML DRANK 150ML,ITRACONAZOL 10MG/ML DRANK,drank,or,10,mg/ml,1,mg,"Orale en/of oesofageale candidose, profylaxe van systemische schimmelinfecties, dermatomycosen, onychomycosen, tinea capitis en systemische aspergillose", ,x
