Generic,Shape,Route,Indication,Specialty,Gender,MinAgeMo,MaxAgeMo,MinWghtKg,MaxWghtKg,MinGestDays,MaxGestDays,MinPMAge,MaxPMAge,Frequencies,Unit,NormDose,MinDose,MaxDose,AbsMaxDose,MaxPerDose,DosePerKg,DosePerM2
micafungine,poeder voor oplossing voor infusie,iv,invasieve candidiasis,,,4,,,40,,,,,1 x / dag,mg,2,,4,,,x,
micafungine,poeder voor oplossing voor infusie,iv,invasieve candidiasis,,,4,,40,,,,,,1 x / dag,mg,,,,200,,,
micafungine,poeder voor oplossing voor infusie,iv,profylaxe van candida-infectie,,,,,,,,,,,,mg,,,,,,,
micafungine,poeder voor oplossing voor infusie,iv,profylaxe van candida-infectie,,,,4,,,,,,,1 x / dag,mg,2,,2.2,,,x,
micafungine,poeder voor oplossing voor infusie,iv,profylaxe van candida-infectie,,,4,,40,,,,,,1 x / dag,mg,,,,50,,,
micafungine,poeder voor oplossing voor infusie,iv,profylaxe van candida-infectie,,,4,,,40,,,,,1 x / dag,mg,1,,1.1,,,x,
miconazol,gel voor oraal gebruik,or,candidiasis van mond/keelholte; spruw,,,,,,,,,,,,mg,,,,,,,
miconazol,gel voor oraal gebruik,or,Candidiasis van mond/keelholte; spruw,,,,4,,,,,,,4 x / dag,mg,0.6,,0.66,,,,
miconazol,gel voor oraal gebruik,or,Candidiasis van mond/keelholte; spruw,,,4,24,,,,,,,4 x / dag,mg,1.25,,1.375,,,,
miconazol,gel voor oraal gebruik,or,Candidiasis van mond/keelholte; spruw,,,24,240,,,,,,,4 x / dag,mg,2.5,,2.75,,,,
miconazol,gel voor oraal gebruik,or,candidiasis van slokdarm en maagdarmkanaal,,,,,,,,,,,,mg,,,,,,,
miconazol,gel voor oraal gebruik,or,Candidiasis van slokdarm en maagdarmkanaal,,,4,240,,,,,,,4 x / dag,mg,20,,,1000,250,x,
miconazol,creme,cutaan,luierdermatitis met secundaire candidida infectie,,,,,,,,,,,,keer,,,,,,,
miconazol,oplossing voor cutaan gebruik,cutaan,luierdermatitis met secundaire candidida infectie,,,,,,,,,,,,keer,,,,,,,
miconazol,strooipoeder,cutaan,luierdermatitis met secundaire candidida infectie,,,,,,,,,,,,keer,,,,,,,
miconazol,creme,cutaan,schimmelinfecties van de huid,,,,,,,,,,,,keer,,,,,,,
miconazol,oplossing voor cutaan gebruik,cutaan,schimmelinfecties van de huid,,,,,,,,,,,,keer,,,,,,,
miconazol,strooipoeder,cutaan,schimmelinfecties van de huid,,,,,,,,,,,,keer,,,,,,,
midazolam,injectievloeistof,im,angst en depressie in de palliatieve fase,,,,,,,,,,,,mg,,,,,,,
midazolam,injectievloeistof,iv,angst en depressie in de palliatieve fase,,,,,,,,,,,,mg,,,,,,,
midazolam,neusspray,nasaal,angst en depressie in de palliatieve fase,,,,,,,,,,,,mg,,,,,,,
midazolam,drank,or,angst en depressie in de palliatieve fase,,,,,,,,,,,,mg,,,,,,,
midazolam,tablet,or,angst en depressie in de palliatieve fase,,,,,,,,,,,,mg,,,,,,,
midazolam,injectievloeistof,rect,angst en depressie in de palliatieve fase,,,,,,,,,,,,mg,,,,,,,
midazolam,injectievloeistof,sc,angst en depressie in de palliatieve fase,,,,,,,,,,,,mg,,,,,,,
midazolam,injectievloeistof,im,dyspnoe in de palliatieve fase,,,,,,,,,,,,mg,,,,,,,
midazolam,injectievloeistof,iv,dyspnoe in de palliatieve fase,,,,,,,,,,,,mg,,,,,,,
midazolam,neusspray,nasaal,dyspnoe in de palliatieve fase,,,,,,,,,,,,mg,,,,,,,
midazolam,drank,or,dyspnoe in de palliatieve fase,,,,,,,,,,,,mg,,,,,,,
midazolam,tablet,or,dyspnoe in de palliatieve fase,,,,,,,,,,,,mg,,,,,,,
midazolam,injectievloeistof,rect,dyspnoe in de palliatieve fase,,,,,,,,,,,,mg,,,,,,,
midazolam,injectievloeistof,sc,dyspnoe in de palliatieve fase,,,,,,,,,,,,mg,,,,,,,
midazolam,injectievloeistof,im,premedicatie vóór inleiding van anesthesie,,,,,,,,,,,,mg,,,,,,,
midazolam,injectievloeistof,iv,premedicatie vóór inleiding van anesthesie,,,,,,,,,,,,mg,,,,,,,
midazolam,neusspray,nasaal,premedicatie vóór inleiding van anesthesie,,,,,,,,,,,,mg,,,,,,,
midazolam,drank,or,premedicatie vóór inleiding van anesthesie,,,,,,,,,,,,mg,,,,,,,
midazolam,tablet,or,premedicatie vóór inleiding van anesthesie,,,,,,,,,,,,mg,,,,,,,
midazolam,injectievloeistof,rect,premedicatie vóór inleiding van anesthesie,,,,,,,,,,,,mg,,,,,,,
midazolam,injectievloeistof,sc,premedicatie vóór inleiding van anesthesie,,,,,,,,,,,,mg,,,,,,,
midazolam,injectievloeistof,im,procedurele sedatie,,,,,,,,,,,,mg,,,,,,,
midazolam,injectievloeistof,iv,procedurele sedatie,,,,,,,,,,,,mg,,,,,,,
midazolam,neusspray,nasaal,procedurele sedatie,,,,,,,,,,,,mg,,,,,,,
midazolam,drank,or,procedurele sedatie,,,,,,,,,,,,mg,,,,,,,
midazolam,tablet,or,procedurele sedatie,,,,,,,,,,,,mg,,,,,,,
midazolam,injectievloeistof,rect,procedurele sedatie,,,,,,,,,,,,mg,,,,,,,
midazolam,injectievloeistof,sc,procedurele sedatie,,,,,,,,,,,,mg,,,,,,,
midazolam,injectievloeistof,im,sedatie op de ic,,,,,,,,,,,,mg,,,,,,,
midazolam,injectievloeistof,iv,sedatie op de ic,,,,,,,,,,,,mg,,,,,,,
midazolam,neusspray,nasaal,sedatie op de ic,,,,,,,,,,,,mg,,,,,,,
midazolam,drank,or,sedatie op de ic,,,,,,,,,,,,mg,,,,,,,
midazolam,tablet,or,sedatie op de ic,,,,,,,,,,,,mg,,,,,,,
midazolam,injectievloeistof,rect,sedatie op de ic,,,,,,,,,,,,mg,,,,,,,
midazolam,injectievloeistof,sc,sedatie op de ic,,,,,,,,,,,,mg,,,,,,,
midazolam,injectievloeistof,im,status epilepticus,,,,,,,,,,,,mg,,,,,,,
midazolam,injectievloeistof,iv,status epilepticus,,,,,,,,,,,,mg,,,,,,,
midazolam,neusspray,nasaal,status epilepticus,,,,,,,,,,,,mg,,,,,,,
midazolam,drank,or,status epilepticus,,,,,,,,,,,,mg,,,,,,,
midazolam,tablet,or,status epilepticus,,,,,,,,,,,,mg,,,,,,,
midazolam,injectievloeistof,rect,status epilepticus,,,,,,,,,,,,mg,,,,,,,
midazolam,injectievloeistof,sc,status epilepticus,,,,,,,,,,,,mg,,,,,,,
midodrine,tablet,or,(orthostatische) hypotensie,,,,,,,,,,,,mg,,,,,,,
midodrine,tablet,or,(orthostatische) hypotensie,,,12,240,,,,,,,3 x / dag,mg,,,,30,,,
milrinon,injectievloeistof,iv,"ernstig hartfalen, behandeling van een low-output state volgend op hartchirurgie",,,,,,,,,,,,mg,,,,,,,
minocycline,tablet,or,ernstig acne vulgaris,,,,,,,,,,,,mg,,,,,,,
minocycline,tablet,or,ernstig acne vulgaris,,,96,240,,,,,,,2 x / dag,mg,,,,100,,,
minocycline,tablet,or,infecties,,,,,,,,,,,,mg,,,,,,,
minocycline,tablet,or,infecties,,,96,144,,,,,,,1 x / dag||2 x / dag,mg,,2,4,200,,x,
minocycline,tablet,or,infecties,,,144,240,,,,,,,1 x / dag||2 x / dag,mg,,,,200,,,
minoxidil,tablet,or,hypertensie,,,,,,,,,,,,mg,,,,,,,
minoxidil,tablet,or,hypertensie,,,12,144,,,,,,,1 x / dag||2 x / dag||3 x / dag,mg,,,,50,,,
minoxidil,tablet,or,hypertensie,,,144,240,,,,,,,1 x / dag||2 x / dag||3 x / dag,mg,,,,100,,,
mirtazapine,tablet,or,ernstige depressie,,,,,,,,,,,,mg,,,,,,,
mirtazapine,tablet,or,ernstige depressie,,,144,240,,,,,,,1 x / dag,mg,,,,45,,,
mitotaan,tablet,or,bijnierschorscarcinoom,,,,,,,,,,,,mg,,,,,,,
mitotaan,tablet,or,bijnierschorscarcinoom,,,1,240,,,,,,,2 x / dag||3 x / dag,mg,4000,,4400,,,,x
mitoXANTRON,concentraat voor oplossing voor infusie,iv,oncologische aandoeningen,,,,,,,,,,,,mg,,,,,,,
mivacurium,injectievloeistof,iv,endotracheale intubatie,,,,,,,,,,,,mg,,,,,,,
mivacurium,injectievloeistof,iv,verslapping van skeletspieren,,,,,,,,,,,,mg,,,,,,,
mizolastine,tablet met gereguleerde afgifte,or,allergische rhinoconjunctivitis en urticaria,,,,,,,,,,,,mg,,,,,,,
mizolastine,tablet met gereguleerde afgifte,or,allergische rhinoconjunctivitis en urticaria,,,144,,,,,,,,1 x / dag,mg,,,,10,,,
mometason,neusspray,nasaal,allergische rhinitis,,,,,,,,,,,,mcg,,,,,,,
mometason,neusspray,nasaal,allergische rhinitis,,,36,144,,,,,,,1 x / dag,mcg,50,,100,,50,,
mometason,neusspray,nasaal,allergische rhinitis,,,144,240,,,,,,,1 x / dag,mcg,100,,100,,100,,
mometason,oplossing voor cutaan gebruik,cutaan,constitutioneel eczeem,,,,,,,,,,,,keer,,,,,,,
mometason,oplossing voor cutaan gebruik,cutaan,constitutioneel eczeem,,,24,240,,,,,,,1 x / dag,keer,1,,1,1,,,
mometason,zalf,cutaan,constitutioneel eczeem,,,,,,,,,,,,keer,,,,,,,
mometason,zalf,cutaan,constitutioneel eczeem,,,24,240,,,,,,,1 x / dag,keer,1,,1,1,,,
montelukast,granulaat,or,adjuvans onderhoudsbehandeling astma bij atopische patienten,,,,,,,,,,,,mg,,,,,,,
montelukast,granulaat,or,adjuvans onderhoudsbehandeling astma bij atopische patienten,,,6,72,,,,,,,1 x / dag,mg,,,,4,,,
montelukast,granulaat,or,adjuvans onderhoudsbehandeling astma bij atopische patienten,,,72,180,,,,,,,1 x / dag,mg,,,,5,,,
montelukast,granulaat,or,adjuvans onderhoudsbehandeling astma bij atopische patienten,,,180,,,,,,,,1 x / dag,mg,,,,10,,,
montelukast,kauwtablet,or,adjuvans onderhoudsbehandeling astma bij atopische patienten,,,,,,,,,,,,mg,,,,,,,
montelukast,kauwtablet,or,adjuvans onderhoudsbehandeling astma bij atopische patienten,,,6,72,,,,,,,1 x / dag,mg,,,,4,,,
montelukast,kauwtablet,or,adjuvans onderhoudsbehandeling astma bij atopische patienten,,,180,,,,,,,,1 x / dag,mg,,,,10,,,
montelukast,kauwtablet,or,adjuvans onderhoudsbehandeling astma bij atopische patienten,,,72,180,,,,,,,1 x / dag,mg,,,,5,,,
montelukast,omhulde tablet,or,adjuvans onderhoudsbehandeling astma bij atopische patienten,,,,,,,,,,,,mg,,,,,,,
montelukast,omhulde tablet,or,adjuvans onderhoudsbehandeling astma bij atopische patienten,,,6,72,,,,,,,1 x / dag,mg,,,,4,,,
montelukast,omhulde tablet,or,adjuvans onderhoudsbehandeling astma bij atopische patienten,,,72,180,,,,,,,1 x / dag,mg,,,,5,,,
montelukast,omhulde tablet,or,adjuvans onderhoudsbehandeling astma bij atopische patienten,,,180,,,,,,,,1 x / dag,mg,,,,10,,,
morfine,injectievloeistof,epidur,chronische pijn,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,im,chronische pijn,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,intracut,chronische pijn,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,intrathec,chronische pijn,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,iv,chronische pijn,,,,,,,,,,,,mg,,,,,,,
morfine,drank,or,chronische pijn,,,,,,,,,,,,mg,,,,,,,
morfine,tablet,or,chronische pijn,,,,,,,,,,,,mg,,,,,,,
morfine,tablet met gereguleerde afgifte,or,chronische pijn,,,,,,,,,,,,mg,,,,,,,
morfine,tablet met gereguleerde afgifte,or,chronische pijn,,,24,84,,,,,,,2 x / dag,mg,,,,20,,,
morfine,tablet met gereguleerde afgifte,or,chronische pijn,,,84,144,,,,,,,2 x / dag,mg,,,,40,,,
morfine,tablet met gereguleerde afgifte,or,chronische pijn,,,144,240,,,,,,,2 x / dag,mg,,,,60,,,
morfine,injectievloeistof,rect,chronische pijn,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,sc,chronische pijn,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,epidur,ernstige pijn,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,im,ernstige pijn,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,intracut,ernstige pijn,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,intrathec,ernstige pijn,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,iv,ernstige pijn,,,,,,,,,,,,mg,,,,,,,
morfine,drank,or,ernstige pijn,,,,,,,,,,,,mg,,,,,,,
morfine,drank,or,ernstige pijn,,,1,240,,,,,,,6 x / dag,mg,,0.6,1.2,,,x,
morfine,drank,or,ernstige pijn,,,,1,,,259,,,,6 x / dag,mg,,0.3,0.6,,,x,
morfine,tablet,or,ernstige pijn,,,,,,,,,,,,mg,,,,,,,
morfine,tablet,or,ernstige pijn,,,,1,,,259,,,,6 x / dag,mg,,0.3,0.6,,,x,
morfine,tablet,or,ernstige pijn,,,1,240,,,,,,,6 x / dag,mg,,0.6,1.2,,,x,
morfine,tablet met gereguleerde afgifte,or,ernstige pijn,,,,,,,,,,,,mg,,,,,,,
morfine,tablet met gereguleerde afgifte,or,ernstige pijn,,,1,240,,,,,,,2 x / dag,mg,,0.6,1.2,,,x,
morfine,injectievloeistof,rect,ernstige pijn,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,rect,ernstige pijn,,,,1,,,259,,,,6 x / dag,mg,,0.6,1.2,,,x,
morfine,injectievloeistof,rect,ernstige pijn,,,1,240,,,,,,,6 x / dag,mg,,1.2,2.4,,,x,
morfine,injectievloeistof,sc,ernstige pijn,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,epidur,ernstige pijn: toediening dmv pca pomp,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,im,ernstige pijn: toediening dmv pca pomp,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,intracut,ernstige pijn: toediening dmv pca pomp,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,intrathec,ernstige pijn: toediening dmv pca pomp,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,iv,ernstige pijn: toediening dmv pca pomp,,,,,,,,,,,,mg,,,,,,,
morfine,drank,or,ernstige pijn: toediening dmv pca pomp,,,,,,,,,,,,mg,,,,,,,
morfine,tablet,or,ernstige pijn: toediening dmv pca pomp,,,,,,,,,,,,mg,,,,,,,
morfine,tablet met gereguleerde afgifte,or,ernstige pijn: toediening dmv pca pomp,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,rect,ernstige pijn: toediening dmv pca pomp,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,sc,ernstige pijn: toediening dmv pca pomp,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,epidur,ernstige post-operatieve pijn,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,im,ernstige post-operatieve pijn,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,intracut,ernstige post-operatieve pijn,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,intrathec,ernstige post-operatieve pijn,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,iv,ernstige post-operatieve pijn,,,,,,,,,,,,mg,,,,,,,
morfine,drank,or,ernstige post-operatieve pijn,,,,,,,,,,,,mg,,,,,,,
morfine,tablet,or,ernstige post-operatieve pijn,,,,,,,,,,,,mg,,,,,,,
morfine,tablet met gereguleerde afgifte,or,ernstige post-operatieve pijn,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,rect,ernstige post-operatieve pijn,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,sc,ernstige post-operatieve pijn,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,epidur,trauma,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,im,trauma,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,intracut,trauma,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,intrathec,trauma,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,iv,trauma,,,,,,,,,,,,mg,,,,,,,
morfine,drank,or,trauma,,,,,,,,,,,,mg,,,,,,,
morfine,tablet,or,trauma,,,,,,,,,,,,mg,,,,,,,
morfine,tablet met gereguleerde afgifte,or,trauma,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,rect,trauma,,,,,,,,,,,,mg,,,,,,,
morfine,injectievloeistof,sc,trauma,,,,,,,,,,,,mg,,,,,,,
moxifloxacine,oogdruppels,oog,bacteriele conjunctivitis,,,,,,,,,,,,dr,,,,,,,
moxifloxacine,oogdruppels,oog,bacteriele conjunctivitis,,,1,240,,,,,,,3 x / dag,dr,3,,3,,1,,
mupirocine,zalf,cutaan,huidinfecties,,,,,,,,,,,,keer,,,,,,,
mupirocine,zalf,cutaan,huidinfecties,,,,240,,,259,,,,3 x / dag,keer,3,2,3,3,,,
mupirocine,zalf,cutaan,neusinfectie (waaronder mrsa),,,,,,,,,,,,keer,,,,,,,
mupirocine,zalf,cutaan,neusinfectie (waaronder mrsa),,,,240,,,259,,,,3 x / dag,keer,3,2,3,3,,,
mycofenolaat-mofetil,poeder voor oplossing voor infusie,iv,profylaxe afstoting niertransplantaat,,,,,,,,,,,,mg,,,,,,,
mycofenolaat-mofetil,poeder voor oplossing voor infusie,iv,profylaxe afstoting niertransplantaat,,,1,240,,,,,,,2 x / dag,mg,1200,,1320,,,,x
mycofenolaat-mofetil,capsule,or,profylaxe afstoting niertransplantaat,,,,,,,,,,,,mg,,,,,,,
mycofenolaat-mofetil,capsule,or,profylaxe afstoting niertransplantaat,,,1,240,,,,,,,2 x / dag,mg,1200,,,4000,2000,,x
mycofenolaat-mofetil,suspensie voor oraal gebruik,or,profylaxe afstoting niertransplantaat,,,,,,,,,,,,mg,,,,,,,
mycofenolaat-mofetil,suspensie voor oraal gebruik,or,profylaxe afstoting niertransplantaat,,,1,240,,,,,,,2 x / dag,mg,1200,,,4000,2000,,x
mycofenolaat-mofetil,tablet,or,profylaxe afstoting niertransplantaat,,,,,,,,,,,,mg,,,,,,,
mycofenolaat-mofetil,tablet,or,profylaxe afstoting niertransplantaat,,,1,240,,,,,,,2 x / dag,mg,1200,,,4000,2000,,x
mycofenolaat-mofetil,poeder voor oplossing voor infusie,iv,profylaxe transplantatieziekte na sct,,,,,,,,,,,,mg,,,,,,,
mycofenolaat-mofetil,poeder voor oplossing voor infusie,iv,profylaxe transplantatieziekte na sct,,,1,144,,,,,,,3 x / dag,mg,45,,49.5,,,x,
mycofenolaat-mofetil,poeder voor oplossing voor infusie,iv,profylaxe transplantatieziekte na sct,,,144,240,,,,,,,2 x / dag,mg,30,,33,,,x,
mycofenolaat-mofetil,capsule,or,profylaxe transplantatieziekte na sct,,,,,,,,,,,,mg,,,,,,,
mycofenolaat-mofetil,suspensie voor oraal gebruik,or,profylaxe transplantatieziekte na sct,,,,,,,,,,,,mg,,,,,,,
mycofenolaat-mofetil,tablet,or,profylaxe transplantatieziekte na sct,,,,,,,,,,,,mg,,,,,,,
mycofenolzuur,maagsapresistente tablet,or,profylaxe afstoting niertransplantaat,,,,,,,,,,,,mg,,,,,,,
mycofenolzuur,maagsapresistente tablet,or,profylaxe afstoting niertransplantaat,,,192,,50,,,,,,2 x / dag,mg,,,,720,720,,
mycofenolzuur,maagsapresistente tablet,or,profylaxe transplantatieziekte na sct,,,,,,,,,,,,mg,,,,,,,
mycofenolzuur,maagsapresistente tablet,or,profylaxe transplantatieziekte na sct,,,192,,50,,,,,,2 x / dag,mg,,,,720,720,,
nadroparine,injectievloeistof,sc,diep veneuze trombose,,,,,,,,,,,,IE,,,,,,,
nadroparine,injectievloeistof,sc,diep veneuze trombose,,,,2,,,,,,,1 x / dag,IE,,300,360,,,x,
nadroparine,injectievloeistof,sc,diep veneuze trombose,,,2,24,,,,,,,1 x / dag,IE,252,,277.2,,,x,
nadroparine,injectievloeistof,sc,diep veneuze trombose,,,24,144,,,,,,,1 x / dag,IE,214,,235.4,,,x,
nadroparine,injectievloeistof,sc,diep veneuze trombose,,,144,240,,,,,,,1 x / dag,IE,183,,201.3,,,x,
nadroparine,injectievloeistof,sc,profylaxe trombo-embolische complicaties,,,,,,,,,,,,IE,,,,,,,
nadroparine,injectievloeistof,sc,profylaxe trombo-embolische complicaties,,,,2,,,,,,,1 x / dag,IE,,150,180,,,x,
nadroparine,injectievloeistof,sc,profylaxe trombo-embolische complicaties,,,2,24,,,,,,,1 x / dag,IE,126,,138.6,,,x,
nadroparine,injectievloeistof,sc,profylaxe trombo-embolische complicaties,,,24,144,,,,,,,1 x / dag,IE,107,,,2850,2850,x,
nadroparine,injectievloeistof,sc,profylaxe trombo-embolische complicaties,,,144,240,,,,,,,1 x / dag,IE,91.5,,,2850,2850,x,
naloxon,injectievloeistof,im,ademhalingsdepressie tgv toediening opoiden aan moeder binnen 4 uur voor geboorte,,,,,,,,,,,,mg,,,,,,,
naloxon,injectievloeistof,iv,ademhalingsdepressie tgv toediening opoiden aan moeder binnen 4 uur voor geboorte,,,,,,,,,,,,mg,,,,,,,
naloxon,injectievloeistof,sc,ademhalingsdepressie tgv toediening opoiden aan moeder binnen 4 uur voor geboorte,,,,,,,,,,,,mg,,,,,,,
naloxon,injectievloeistof,im,jeuk agv terminale lever/nierinsufficientie,,,,,,,,,,,,mg,,,,,,,
naloxon,injectievloeistof,iv,jeuk agv terminale lever/nierinsufficientie,,,,,,,,,,,,mg,,,,,,,
naloxon,injectievloeistof,sc,jeuk agv terminale lever/nierinsufficientie,,,,,,,,,,,,mg,,,,,,,
naloxon,injectievloeistof,im,"opiaat overdosering, vermoed of bekend",,,,,,,,,,,,mg,,,,,,,
naloxon,injectievloeistof,iv,"opiaat overdosering, vermoed of bekend",,,,,,,,,,,,mg,,,,,,,
naloxon,injectievloeistof,sc,"opiaat overdosering, vermoed of bekend",,,,,,,,,,,,mg,,,,,,,
naloxon,injectievloeistof,im,opiaatoverdosering tijdens anaesthesie/ post-operatieve pijnstilling,,,,,,,,,,,,mg,,,,,,,
naloxon,injectievloeistof,iv,opiaatoverdosering tijdens anaesthesie/ post-operatieve pijnstilling,,,,,,,,,,,,mg,,,,,,,
naloxon,injectievloeistof,sc,opiaatoverdosering tijdens anaesthesie/ post-operatieve pijnstilling,,,,,,,,,,,,mg,,,,,,,
naproxen,tablet,or,juveniele idiopathische arthritis (jia); pijn,,,,,,,,,,,,mg,,,,,,,
naproxen,tablet,or,juveniele idiopathische arthritis (jia); pijn,,,1,240,,,,,,,2 x / dag||3 x / dag,mg,,10,15,1250,,x,
naproxen,zetpil,rect,juveniele idiopathische arthritis (jia); pijn,,,,,,,,,,,,mg,,,,,,,
naproxen,zetpil,rect,juveniele idiopathische arthritis (jia); pijn,,,1,240,,,,,,,2 x / dag||3 x / dag,mg,,10,15,1250,,x,
natriumchloride,blaasspoeling,intravesic,blaasspoeling,,,,,,,,,,,,mg,,,,,,,
natriumchloride,spoeling,intravesic,blaasspoeling,,,,,,,,,,,,mg,,,,,,,
natriumchloride,infusievloeistof,inh,hyponatriemie,,,,,,,,,,,,mmol,,,,,,,
natriumchloride,infusievloeistof,iv,hyponatriemie,,,,,,,,,,,,mmol,,,,,,,
natriumchloride,infusievloeistof,or,hyponatriemie,,,,,,,,,,,,mmol,,,,,,,
natriumchloride,infusievloeistof,inh,mucolyticum bij cystische fibrose,,,,,,,,,,,,mmol,,,,,,,
natriumchloride,infusievloeistof,inh,mucolyticum bij cystische fibrose,,,1,240,,,,,,,1 x / dag||2 x / dag,mmol,4,,5,,,,
natriumchloride,infusievloeistof,iv,mucolyticum bij cystische fibrose,,,,,,,,,,,,mmol,,,,,,,
natriumchloride,infusievloeistof,or,mucolyticum bij cystische fibrose,,,,,,,,,,,,mmol,,,,,,,
natriumchloride,infusievloeistof,iv,obstipatie,,,,,,,,,,,,mg,,,,,,,
natriumchloride,infusievloeistof,rect,obstipatie,,,,,,,,,,,,mg,,,,,,,
natriumchloride,neusdruppels,nasaal,verstopte neus,,,,,,,,,,,,dr,,,,,,,
natriumchloride,neusdruppels,nasaal,verstopte neus,,,1,240,,,,,,,4 x / dag||5 x / dag||6 x / dag,dr,,,24,,4,,
natriumchloride,injectievloeistof,extracorp,vloeistofresuscitatie bij brandwonden,,,,,,,,,,,,mg,,,,,,,
natriumchloride,infusievloeistof,iv,vloeistofresuscitatie bij brandwonden,,,,,,,,,,,,mmol,,,,,,,
natriumchloride,injectievloeistof,iv,vloeistofresuscitatie bij brandwonden,,,,,,,,,,,,mg,,,,,,,
natriumchloride,injectievloeistof,nvt,vloeistofresuscitatie bij brandwonden,,,,,,,,,,,,mg,,,,,,,
natriumchloride,infusievloeistof,or,vloeistofresuscitatie bij brandwonden,,,,,,,,,,,,mmol,,,,,,,
natriumchloride,infusievloeistof,rect,vloeistofresuscitatie bij brandwonden,,,,,,,,,,,,mg,,,,,,,
natriumchloride,injectievloeistof,extracorp,"vochtsuppletie als het zuur-base-evenwicht niet is verstoord of bij een milde acidose, isotone en hypotone dehydratie, herstel van het intravasculaire volume als kortdurende behandeling.",,,,,,,,,,,,mg,,,,,,,
natriumchloride,infusievloeistof,iv,"vochtsuppletie als het zuur-base-evenwicht niet is verstoord of bij een milde acidose, isotone en hypotone dehydratie, herstel van het intravasculaire volume als kortdurende behandeling.",,,,,,,,,,,,mmol,,,,,,,
natriumchloride,injectievloeistof,iv,"vochtsuppletie als het zuur-base-evenwicht niet is verstoord of bij een milde acidose, isotone en hypotone dehydratie, herstel van het intravasculaire volume als kortdurende behandeling.",,,,,,,,,,,,mg,,,,,,,
natriumchloride,injectievloeistof,nvt,"vochtsuppletie als het zuur-base-evenwicht niet is verstoord of bij een milde acidose, isotone en hypotone dehydratie, herstel van het intravasculaire volume als kortdurende behandeling.",,,,,,,,,,,,mg,,,,,,,
natriumchloride,infusievloeistof,or,"vochtsuppletie als het zuur-base-evenwicht niet is verstoord of bij een milde acidose, isotone en hypotone dehydratie, herstel van het intravasculaire volume als kortdurende behandeling.",,,,,,,,,,,,mmol,,,,,,,
natriumchloride,infusievloeistof,rect,"vochtsuppletie als het zuur-base-evenwicht niet is verstoord of bij een milde acidose, isotone en hypotone dehydratie, herstel van het intravasculaire volume als kortdurende behandeling.",,,,,,,,,,,,mg,,,,,,,
natriumfosfaat,klysma,rect,"lediging van het rectum, sigmoid en het onderste gedeelte van het colon descendens",,,,,,,,,,,,mg,,,,,,,
natriumfosfaat,klysma,rect,"lediging van het rectum, sigmoid en het onderste gedeelte van het colon descendens",,,12,240,,,,,,,1 x / dag,mg,400,,,21280,21280,,
natriumlaurylsulfoacetaat+sorbitol,klysma,rect,obstipatie,,,,,,,,,,,,mg,,,,,,,
natriumseleniet,injectievloeistof,im,onderhoudsbehoefte seleen in tpv,,,,,,,,,,,,mcg,,,,,,,
natriumseleniet,injectievloeistof,iv,onderhoudsbehoefte seleen in tpv,,,,,,,,,,,,mcg,,,,,,,
natriumwaterstofcarbonaat,infusievloeistof,iv,Metabole acidose tgv chronische nierinsufficientie; alkaliseren van urine,,,1,240,,,,,,,3 x / dag||4 x / dag||5 x / dag||6 x / dag||7 x / dag||8 x / dag,mg,,100,200,,,,x
